code,science,sc_code,sphere,occupation
"981","Инженерное дело; технологии и технические науки","08.02.11","Управление; эксплуатация и обслуживание многоквартирного дома","Техник"
"982","Инженерное дело; технологии и технические науки","08.02.11","Управление; эксплуатация и обслуживание многоквартирного дома","Специалист по управлению; эксплуатации и обслуживанию многоквартирного дома"
"984","Инженерное дело; технологии и технические науки","09.02.01","Компьютерные системы и комплексы","Техник по компьютерным системам"
"985","Инженерное дело; технологии и технические науки","09.02.01","Компьютерные системы и комплексы","Специалист по компьютерным системам"
"986","Инженерное дело; технологии и технические науки","09.02.02","Компьютерные сети","Техник по компьютерным сетям"
"987","Инженерное дело; технологии и технические науки","09.02.02","Компьютерные сети","Специалист по администрированию сети"
"988","Инженерное дело; технологии и технические науки","09.02.03","Программирование в компьютерных системах","Техник-программист"
"989","Инженерное дело; технологии и технические науки","09.02.03","Программирование в компьютерных системах","Программист"
"990","Инженерное дело; технологии и технические науки","09.02.04","Информационные системы (по отраслям)","Техник по информационным системам"
"991","Инженерное дело; технологии и технические науки","09.02.04","Информационные системы (по отраслям)","Специалист по информационным системам"
"992","Инженерное дело; технологии и технические науки","09.02.05","Прикладная информатика (по отраслям)","Техник-программист"
"993","Инженерное дело; технологии и технические науки","09.02.05","Прикладная информатика (по отраслям)","Специалист по прикладной информатике"
"994","Инженерное дело; технологии и технические науки","09.02.06","Сетевое и системное администрирование","Сетевой и системный администратор"
"995","Инженерное дело; технологии и технические науки","09.02.06","Сетевое и системное администрирование","Специалист по администрированию сети"
"996","Инженерное дело; технологии и технические науки","09.02.07","Информационные системы и программирование","Администратор баз данных Специалист по тестированию в области информационных технологий"
"997","Инженерное дело; технологии и технические науки","09.02.07","Информационные системы и программирование","Программист"
"998","Инженерное дело; технологии и технические науки","09.02.07","Информационные системы и программирование","Технический писатель"
"999","Инженерное дело; технологии и технические науки","09.02.07","Информационные системы и программирование","Специалист по информационным системам"
"1000","Инженерное дело; технологии и технические науки","09.02.07","Информационные системы и программирование","Специалист по информационным ресурсам"
"1001","Инженерное дело; технологии и технические науки","09.02.07","Информационные системы и программирование","Разработчик веб и мультимедийных приложений"
"1003","Инженерное дело; технологии и технические науки","10.02.01","Организация и технология защиты информации","Техник по защите информации"
"1004","Инженерное дело; технологии и технические науки","10.02.01","Организация и технология защиты информации","Старший техник по защите информации"
"1005","Инженерное дело; технологии и технические науки","10.02.02","Информационная безопасность телекоммуникационных систем","Техник по защите информации"
"1006","Инженерное дело; технологии и технические науки","10.02.02","Информационная безопасность телекоммуникационных систем","Старший техник по защите информации"
"1007","Инженерное дело; технологии и технические науки","10.02.03","Информационная безопасность автоматизированных систем","Техник по защите информации"
"1008","Инженерное дело; технологии и технические науки","10.02.03","Информационная безопасность автоматизированных систем","Старший техник по защите информации"
"1009","Инженерное дело; технологии и технические науки","10.02.04","Обеспечение информационной безопасности телекоммуникационных систем","Техник по защите информации"
"1010","Инженерное дело; технологии и технические науки","10.02.05","Обеспечение информационной безопасности автоматизированных систем","Техник по защите информации"
"1012","Инженерное дело; технологии и технические науки","11.02.01","Радиоаппаратостроение","Радиотехник"
"1013","Инженерное дело; технологии и технические науки","11.02.01","Радиоаппаратостроение","Специалист по радиоаппаратостроению"
"1014","Инженерное дело; технологии и технические науки","11.02.02","Техническое обслуживание и ремонт радиоэлектронной техники (по отраслям)","Техник"
"1015","Инженерное дело; технологии и технические науки","11.02.02","Техническое обслуживание и ремонт радиоэлектронной техники (по отраслям)","Старший техник"
"1016","Инженерное дело; технологии и технические науки","11.02.03","Эксплуатация оборудования радиосвязи и электрорадионавигации судов","Техник"
"1017","Инженерное дело; технологии и технические науки","11.02.04","Радиотехнические комплексы и системы управления космических летательных аппаратов","Радиотехник"
"1018","Инженерное дело; технологии и технические науки","11.02.04","Радиотехнические комплексы и системы управления космических летательных аппаратов","Старший радиотехник"
"1019","Инженерное дело; технологии и технические науки","11.02.05","Аудиовизуальная техника","Техник"
"1020","Инженерное дело; технологии и технические науки","11.02.05","Аудиовизуальная техника","Старший техник"
"1021","Инженерное дело; технологии и технические науки","11.02.06","Техническая эксплуатация транспортного радиоэлектронного оборудования (по видам транспорта)","Техник"
"1022","Инженерное дело; технологии и технические науки","11.02.06","Техническая эксплуатация транспортного радиоэлектронного оборудования (по видам транспорта)","Старший техник"
"1023","Инженерное дело; технологии и технические науки","11.02.07","Радиотехнические информационные системы","Радиотехник"
"1024","Инженерное дело; технологии и технические науки","11.02.08","Средства связи с подвижными объектами","Техник"
"1025","Инженерное дело; технологии и технические науки","11.02.08","Средства связи с подвижными объектами","Специалист по телекоммуникациям"
"1026","Инженерное дело; технологии и технические науки","11.02.09","Многоканальные телекоммуникационные системы","Техник"
"1027","Инженерное дело; технологии и технические науки","11.02.09","Многоканальные телекоммуникационные системы","Специалист по телекоммуникациям"
"1028","Инженерное дело; технологии и технические науки","11.02.10","Радиосвязь; радиовещание и телевидение","Техник"
"1029","Инженерное дело; технологии и технические науки","11.02.10","Радиосвязь; радиовещание и телевидение","Специалист по телекоммуникациям"
"1030","Инженерное дело; технологии и технические науки","11.02.11","Сети связи и системы коммутации","Техник"
"1031","Инженерное дело; технологии и технические науки","11.02.11","Сети связи и системы коммутации","Специалист по телекоммуникациям"
"1032","Инженерное дело; технологии и технические науки","11.02.12","Почтовая связь","Специалист почтовой связи"
"1033","Инженерное дело; технологии и технические науки","11.02.13","Твердотельная электроника","Техник"
"1034","Инженерное дело; технологии и технические науки","11.02.14","Электронные приборы и устройства","Техник"
"1035","Инженерное дело; технологии и технические науки","11.02.14","Электронные приборы и устройства","Специалист по электронным приборам и устройствам"
"1036","Инженерное дело; технологии и технические науки","11.02.15","Инфокоммуникационные сети и системы связи","Специалист по обслуживанию телекоммуникаций"
"1037","Инженерное дело; технологии и технические науки","11.02.16","Монтаж; техническое обслуживание и ремонт электронных приборов и устройств","Специалист по электронным приборам и устройствам"
"1039","Инженерное дело; технологии и технические науки","12.02.01","Авиационные приборы и комплексы","Техник"
"1040","Инженерное дело; технологии и технические науки","12.02.02","Акустические приборы и системы","Техник"
"1041","Инженерное дело; технологии и технические науки","12.02.03","Радиоэлектронные приборные устройства","Техник"
"1042","Инженерное дело; технологии и технические науки","12.02.04","Электромеханические приборные устройства","Техник"
"1043","Инженерное дело; технологии и технические науки","12.02.05","Оптические и оптико-электронные приборы и системы","Техник"
"1044","Инженерное дело; технологии и технические науки","12.02.06","Биотехнические и медицинские аппараты и системы","Техник"
"1045","Инженерное дело; технологии и технические науки","12.02.07","Монтаж; техническое обслуживание и ремонт медицинской техники","Техник"
"1046","Инженерное дело; технологии и технические науки","12.02.07","Монтаж; техническое обслуживание и ремонт медицинской техники","Старший техник"
"1047","Инженерное дело; технологии и технические науки","12.02.08","Протезно-ортопедическая и реабилитационная техника","Техник"
"1048","Инженерное дело; технологии и технические науки","12.02.09","Производство и эксплуатация оптических и оптико-электронных приборов и систем","Техник"
"1049","Инженерное дело; технологии и технические науки","12.02.10","Монтаж; техническое обслуживание и ремонт биотехнических и медицинских аппаратов и систем","Техник по биотехническим и медицинским аппаратам и системам"
"1051","Инженерное дело; технологии и технические науки","13.02.01","Тепловые электрические станции","Техник-теплотехник"
"1052","Инженерное дело; технологии и технические науки","13.02.01","Тепловые электрические станции","Старший техник-теплотехник"
"1053","Инженерное дело; технологии и технические науки","13.02.02","Теплоснабжение и теплотехническое оборудование","Техник-теплотехник"
"1054","Инженерное дело; технологии и технические науки","13.02.02","Теплоснабжение и теплотехническое оборудование","Старший техник-теплотехник"
"1055","Инженерное дело; технологии и технические науки","13.02.03","Электрические станции; сети и системы","Техник-электрик"
"1056","Инженерное дело; технологии и технические науки","13.02.03","Электрические станции; сети и системы","Старший техник-электрик"
"1057","Инженерное дело; технологии и технические науки","13.02.04","Гидроэлектроэнергетические установки","Техник"
"1058","Инженерное дело; технологии и технические науки","13.02.05","Технология воды; топлива и смазочных материалов на электрических станциях","Техник-технолог"
"1059","Инженерное дело; технологии и технические науки","13.02.06","Релейная защита и автоматизация электроэнергетических систем","Техник-электрик"
"1060","Инженерное дело; технологии и технические науки","13.02.06","Релейная защита и автоматизация электроэнергетических систем","Старший техник-электрик"
"1061","Инженерное дело; технологии и технические науки","13.02.07","Электроснабжение (по отраслям)","Техник"
"1062","Инженерное дело; технологии и технические науки","13.02.07","Электроснабжение (по отраслям)","Специалист по электроснабжению"
"1063","Инженерное дело; технологии и технические науки","13.02.08","Электроизоляционная; кабельная и конденсаторная техника","Техник"
"1064","Инженерное дело; технологии и технические науки","13.02.08","Электроизоляционная; кабельная и конденсаторная техника","Старший техник"
"1065","Инженерное дело; технологии и технические науки","13.02.09","Монтаж и эксплуатация линий электропередачи","Техник-электромонтажник"
"1066","Инженерное дело; технологии и технические науки","13.02.10","Электрические машины и аппараты","Техник"
"1067","Инженерное дело; технологии и технические науки","13.02.10","Электрические машины и аппараты","Специалист по электрическим машинам и аппаратам"
"1068","Инженерное дело; технологии и технические науки","13.02.11","Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям)","Техник"
"1069","Инженерное дело; технологии и технические науки","13.02.11","Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям)","Старший техник"
"1071","Инженерное дело; технологии и технические науки","14.02.01","Атомные электрические станции и установки","Техник"
"1072","Инженерное дело; технологии и технические науки","14.02.02","Радиационная безопасность","Техник"
"1073","Инженерное дело; технологии и технические науки","14.02.03","Технология разделения изотопов","Техник-технолог"
"1075","Инженерное дело; технологии и технические науки","15.02.01","Монтаж и техническая эксплуатация промышленного оборудования (по отраслям)","Техник-механик"
"1076","Инженерное дело; технологии и технические науки","15.02.01","Монтаж и техническая эксплуатация промышленного оборудования (по отраслям)","Старший техник-механик"
"1077","Инженерное дело; технологии и технические науки","15.02.02","Техническая эксплуатация оборудования для производства электронной техники","Техник"
"1078","Инженерное дело; технологии и технические науки","15.02.02","Техническая эксплуатация оборудования для производства электронной техники","Старший техник"
"1079","Инженерное дело; технологии и технические науки","15.02.03","Техническая эксплуатация гидравлических машин; гидроприводов и гидропневмоавтоматики","Техник"
"1080","Инженерное дело; технологии и технические науки","15.02.04","Специальные машины и устройства","Техник"
"1081","Инженерное дело; технологии и технические науки","15.02.04","Специальные машины и устройства","Старший техник"
"1082","Инженерное дело; технологии и технические науки","15.02.05","Техническая эксплуатация оборудования в торговле и общественном питании","Техник-механик"
"1083","Инженерное дело; технологии и технические науки","15.02.05","Техническая эксплуатация оборудования в торговле и общественном питании","Старший техник-механик"
"1084","Инженерное дело; технологии и технические науки","15.02.06","Монтаж и техническая эксплуатация холодильно-компрессорных машин и установок (по отраслям)","Техник"
"1085","Инженерное дело; технологии и технические науки","15.02.06","Монтаж и техническая эксплуатация холодильно-компрессорных машин и установок (по отраслям)","Старший техник"
"1086","Инженерное дело; технологии и технические науки","15.02.07","Автоматизация технологических процессов и производств (по отраслям)","Техник"
"1087","Инженерное дело; технологии и технические науки","15.02.07","Автоматизация технологических процессов и производств (по отраслям)","Старший техник"
"1088","Инженерное дело; технологии и технические науки","15.02.08","Технология машиностроения","Техник"
"1089","Инженерное дело; технологии и технические науки","15.02.08","Технология машиностроения","Специалист по технологии машиностроения"
"1090","Инженерное дело; технологии и технические науки","15.02.09","Аддитивные технологии","Техник-технолог"
"1091","Инженерное дело; технологии и технические науки","15.02.10","Мехатроника и мобильная робототехника (по отраслям)","Техник-мехатроник"
"1092","Инженерное дело; технологии и технические науки","15.02.10","Мехатроника и мобильная робототехника (по отраслям)","Специалист по мобильной робототехнике"
"1093","Инженерное дело; технологии и технические науки","15.02.11","Техническая эксплуатация и обслуживание роботизированного производства","Старший техник"
"1094","Инженерное дело; технологии и технические науки","15.02.12","Монтаж; техническое обслуживание и ремонт промышленного оборудования (по отраслям)","Техник-механик"
"1095","Инженерное дело; технологии и технические науки","15.02.13","Техническое обслуживание и ремонт систем вентиляции и кондиционирования","Техник"
"1096","Инженерное дело; технологии и технические науки","15.02.14","Оснащение средствами автоматизации технологических процессов и производств (по отраслям)","Техник"
"1097","Инженерное дело; технологии и технические науки","15.02.15","Технология металлообрабатывающего производства","Техник-технолог"
"1099","Инженерное дело; технологии и технические науки","18.02.01","Аналитический контроль качества химических соединений","Техник"
"1100","Инженерное дело; технологии и технические науки","18.02.01","Аналитический контроль качества химических соединений","Старший техник"
"1101","Инженерное дело; технологии и технические науки","18.02.02","Химическая технология отделочного производства и обработки изделий","Техник-технолог"
"1102","Инженерное дело; технологии и технические науки","18.02.03","Химическая технология неорганических веществ","Техник-технолог"
"1103","Инженерное дело; технологии и технические науки","18.02.03","Химическая технология неорганических веществ","Старший техник-технолог"
"1104","Инженерное дело; технологии и технические науки","18.02.04","Электрохимическое производство","Техник"
"1105","Инженерное дело; технологии и технические науки","18.02.04","Электрохимическое производство","Специалист электрохимического производства"
"1106","Инженерное дело; технологии и технические науки","18.02.05","Производство тугоплавких неметаллических и силикатных материалов и изделий","Техник"
"1107","Инженерное дело; технологии и технические науки","18.02.05","Производство тугоплавких неметаллических и силикатных материалов и изделий","Специалист производства тугоплавких неметаллических и силикатных материалов и изделий"
"1108","Инженерное дело; технологии и технические науки","18.02.06","Химическая технология органических веществ","Техник-технолог"
"1109","Инженерное дело; технологии и технические науки","18.02.06","Химическая технология органических веществ","Старший техник-технолог"
"1110","Инженерное дело; технологии и технические науки","18.02.07","Технология производства и переработки пластических масс и эластомеров","Техник-технолог"
"1111","Инженерное дело; технологии и технические науки","18.02.07","Технология производства и переработки пластических масс и эластомеров","Старший техник-технолог"
"1112","Инженерное дело; технологии и технические науки","18.02.08","Технология кинофотоматериалов и магнитных носителей","Техник-технолог"
"1113","Инженерное дело; технологии и технические науки","18.02.08","Технология кинофотоматериалов и магнитных носителей","Старший техник-технолог"
"1114","Инженерное дело; технологии и технические науки","18.02.09","Переработка нефти и газа","Техник-технолог"
"1115","Инженерное дело; технологии и технические науки","18.02.09","Переработка нефти и газа","Специалист"
"1116","Инженерное дело; технологии и технические науки","18.02.09","Переработка нефти и газа","по переработке нефти и газа"
"1117","Инженерное дело; технологии и технические науки","18.02.10","Коксохимическое производство","Техник-технолог"
"1118","Инженерное дело; технологии и технические науки","18.02.10","Коксохимическое производство","Специалист коксохимического производства"
"1119","Инженерное дело; технологии и технические науки","18.02.11","Технология пиротехнических составов и изделий","Техник-технолог"
"1120","Инженерное дело; технологии и технические науки","18.02.11","Технология пиротехнических составов и изделий","Старший техник-технолог"
"1121","Инженерное дело; технологии и технические науки","18.02.12","Технология аналитического контроля химических соединений","Техник"
"1122","Инженерное дело; технологии и технические науки","18.02.13","Технология производства изделий из полимерных композитов","Техник-технолог"
"1124","Инженерное дело; технологии и технические науки","19.02.01","Биохимическое производство","Техник-технолог"
"1125","Инженерное дело; технологии и технические науки","19.02.01","Биохимическое производство","Специалист биохимического производства"
"1126","Инженерное дело; технологии и технические науки","19.02.02","Технология хранения и переработки зерна","Техник-технолог"
"1127","Инженерное дело; технологии и технические науки","19.02.02","Технология хранения и переработки зерна","Старший техник-технолог"
"1128","Инженерное дело; технологии и технические науки","19.02.03","Технология хлеба; кондитерских и макаронных изделий","Техник-технолог"
"1129","Инженерное дело; технологии и технические науки","19.02.03","Технология хлеба; кондитерских и макаронных изделий","Старший техник-технолог"
"1130","Инженерное дело; технологии и технические науки","19.02.04","Технология сахаристых продуктов","Техник-технолог"
"1131","Инженерное дело; технологии и технические науки","19.02.04","Технология сахаристых продуктов","Старший техник-технолог"
"1132","Инженерное дело; технологии и технические науки","19.02.05","Технология бродильных производств и виноделие","Техник-технолог"
"1133","Инженерное дело; технологии и технические науки","19.02.05","Технология бродильных производств и виноделие","Старший техник-технолог"
"1134","Инженерное дело; технологии и технические науки","19.02.06","Технология консервов и пищеконцентратов","Техник-технолог"
"1135","Инженерное дело; технологии и технические науки","19.02.06","Технология консервов и пищеконцентратов","Старший техник-технолог"
"1136","Инженерное дело; технологии и технические науки","19.02.07","Технология молока и молочных продуктов","Техник-технолог"
"1137","Инженерное дело; технологии и технические науки","19.02.07","Технология молока и молочных продуктов","Старший техник-технолог"
"1138","Инженерное дело; технологии и технические науки","19.02.08","Технология мяса и мясных продуктов","Техник-технолог"
"1139","Инженерное дело; технологии и технические науки","19.02.08","Технология мяса и мясных продуктов","Старший техник-технолог"
"1140","Инженерное дело; технологии и технические науки","19.02.09","Технология жиров и жирозаменителей","Техник-технолог"
"1141","Инженерное дело; технологии и технические науки","19.02.09","Технология жиров и жирозаменителей","Старший техник-технолог"
"1142","Инженерное дело; технологии и технические науки","19.02.10","Технология продукции общественного питания","Техник-технолог"
"1143","Инженерное дело; технологии и технические науки","19.02.10","Технология продукции общественного питания","Старший техник-технолог"
"1145","Инженерное дело; технологии и технические науки","20.02.01","Рациональное использование природохозяйственных комплексов","Техник-эколог"
"1146","Инженерное дело; технологии и технические науки","20.02.01","Рациональное использование природохозяйственных комплексов","Специалист по охране окружающей среды"
"1147","Инженерное дело; технологии и технические науки","20.02.02","Защита в чрезвычайных ситуациях","Техник-спасатель"
"1148","Инженерное дело; технологии и технические науки","20.02.02","Защита в чрезвычайных ситуациях","Старший техник-спасатель"
"1149","Инженерное дело; технологии и технические науки","20.02.03","Природоохранное обустройство территорий","Техник"
"1150","Инженерное дело; технологии и технические науки","20.02.03","Природоохранное обустройство территорий","Старший техник"
"1151","Инженерное дело; технологии и технические науки","20.02.04","Пожарная безопасность","Техник"
"1152","Инженерное дело; технологии и технические науки","20.02.04","Пожарная безопасность","Старший техник"
"1154","Инженерное дело; технологии и технические науки","21.02.01","Разработка и эксплуатация нефтяных и газовых месторождений","Техник-технолог"
"1155","Инженерное дело; технологии и технические науки","21.02.01","Разработка и эксплуатация нефтяных и газовых месторождений","Старший техник-технолог"
"1156","Инженерное дело; технологии и технические науки","21.02.02","Бурение нефтяных и газовых скважин","Техник-технолог"
"1157","Инженерное дело; технологии и технические науки","21.02.02","Бурение нефтяных и газовых скважин","Старший техник-технолог"
"1158","Инженерное дело; технологии и технические науки","21.02.03","Сооружение и эксплуатация газонефтепроводов и газонефтехранилищ","Техник"
"1159","Инженерное дело; технологии и технические науки","21.02.03","Сооружение и эксплуатация газонефтепроводов и газонефтехранилищ","Старший техник"
"1160","Инженерное дело; технологии и технические науки","21.02.04","Землеустройство","Техник-землеустроитель"
"1161","Инженерное дело; технологии и технические науки","21.02.04","Землеустройство","Специалист-землеустроитель"
"1162","Инженерное дело; технологии и технические науки","21.02.05","Земельно-имущественные отношения","Специалист по земельно-имущественным отношениям"
"1163","Инженерное дело; технологии и технические науки","21.02.06","Информационные системы обеспечения градостроительной деятельности","Техник"
"1164","Инженерное дело; технологии и технические науки","21.02.06","Информационные системы обеспечения градостроительной деятельности","Специалист по информационным системам обеспечения градостроительной деятельности"
"1165","Инженерное дело; технологии и технические науки","21.02.07","Аэрофотогеодезия","Техник-аэрофотогеодезист"
"1166","Инженерное дело; технологии и технические науки","21.02.07","Аэрофотогеодезия","Специалист по аэрофотогеодезии"
"1167","Инженерное дело; технологии и технические науки","21.02.08","Прикладная геодезия","Техник-геодезист"
"1168","Инженерное дело; технологии и технические науки","21.02.08","Прикладная геодезия","Специалист по геодезии"
"1169","Инженерное дело; технологии и технические науки","21.02.09","Гидрогеология и инженерная геология","Техник-гидрогеолог"
"1170","Инженерное дело; технологии и технические науки","21.02.09","Гидрогеология и инженерная геология","Специалист-гидрогеолог"
"1171","Инженерное дело; технологии и технические науки","21.02.10","Геология и разведка нефтяных и газовых месторождений","Техник-геолог"
"1172","Инженерное дело; технологии и технические науки","21.02.10","Геология и разведка нефтяных и газовых месторождений","Специалист по разведке нефтяных и газовых месторождений"
"1173","Инженерное дело; технологии и технические науки","21.02.11","Геофизические методы поисков и разведки месторождений полезных ископаемых","Техник-геофизик"
"1174","Инженерное дело; технологии и технические науки","21.02.11","Геофизические методы поисков и разведки месторождений полезных ископаемых","Специалист-геофизик"
"1175","Инженерное дело; технологии и технические науки","21.02.12","Технология и техника разведки месторождений полезных ископаемых","Техник - горный разведчик"
"1176","Инженерное дело; технологии и технические науки","21.02.12","Технология и техника разведки месторождений полезных ископаемых","Специалист - горный разведчик"
